province_id	province_name	alonhadat	batdongsan	nhatot	guland	mogi	total
16	Quảng Ninh	8326	Bãi Cháy	0	192	0	0	0	192
16	Quảng Ninh	8328	Cao Xanh	0	14	0	0	0	14
16	Quảng Ninh	8333	Hà Lầm	0	9	0	0	0	9
16	Quảng Ninh	8336	Hà Tu	0	3	0	0	0	3
16	Quảng Ninh	8337	Hồng Gai	0	11	0	0	0	11
16	Quảng Ninh	8338	Hạ Long	0	10	0	0	0	10
16	Quảng Ninh	8342	Tuần Châu	0	16	0	0	0	16
16	Quảng Ninh	8343	Việt Hưng	0	1	0	0	0	1
16	Quảng Ninh	8363	Hải Hòa	0	1	0	0	0	1
16	Quảng Ninh	8373	Móng Cái 1	0	2	0	0	0	2
16	Quảng Ninh	8391	Yên Tử	0	1	0	0	0	1
16	Quảng Ninh	8393	Uông Bí	0	8	1	0	0	9
16	Quảng Ninh	8401	Vân Đồn	0	20	1	0	0	21
16	Quảng Ninh	8414	Hà An	0	17	0	0	0	17
16	Quảng Ninh	8423	Quảng Yên	0	1	0	0	0	1
16	Quảng Ninh	21204	Hoành Bồ	0	1	0	0	0	1
16	Quảng Ninh	21223	Cô Tô	0	3	0	0	0	3
16	Quảng Ninh	21233	Quảng Hà	0	1	0	0	0	1
16	Quảng Ninh	21238	Cái Chiên	0	1	0	0	0	1
17	Quảng Ngãi	5586	Sa Loong	0	1	0	0	0	1
17	Quảng Ngãi	8154	Mỏ Cày	0	2	0	0	0	2
17	Quảng Ngãi	8183	Nghĩa Lộ	0	2	0	0	0	2
17	Quảng Ngãi	8184	Cẩm Thành	0	5	0	0	0	5
17	Quảng Ngãi	8214	Ba Gia	0	0	1	0	0	1
17	Quảng Ngãi	8226	Thọ Phong	0	9	0	0	0	9
17	Quảng Ngãi	20860	Măng Đen	0	3	0	0	0	3
17	Quảng Ngãi	21471	Trương Quang Trọng	0	1	0	0	0	1
17	Quảng Ngãi	21480	Mộ Đức	0	1	0	0	0	1
21	Phú Thọ	1654	Bình Tuyền	0	3	0	0	0	3
21	Phú Thọ	1656	Bình Xuyên	0	6	0	0	0	6
21	Phú Thọ	1664	Xuân Lãng	0	1	0	0	0	1
21	Phú Thọ	1692	Tam Dương	0	5	0	0	0	5
21	Phú Thọ	1726	Vĩnh Phúc	0	25	0	0	0	25
21	Phú Thọ	1734	Vĩnh Yên	0	5	0	0	0	5
21	Phú Thọ	1754	Phúc Yên	0	2	0	0	0	2
21	Phú Thọ	1760	Xuân Hòa	0	40	0	0	0	40
21	Phú Thọ	1762	Đại Đình	0	1	0	0	0	1
21	Phú Thọ	4196	Kỳ Sơn	0	1	0	0	0	1
21	Phú Thọ	4198	Hòa Bình	0	1	0	0	0	1
21	Phú Thọ	4202	Tân Hòa	0	1	0	0	0	1
21	Phú Thọ	4207	Thống Nhất	0	2	0	0	0	2
21	Phú Thọ	4212	Cao Dương	0	15	0	0	0	15
21	Phú Thọ	4215	Mường Động	0	4	0	0	0	4
21	Phú Thọ	4218	Lương Sơn	0	23	0	0	0	23
21	Phú Thọ	4234	Nật Sơn	0	2	0	0	0	2
21	Phú Thọ	4283	An Bình	0	1	0	0	0	1
21	Phú Thọ	4284	An Nghĩa	0	11	0	0	0	11
21	Phú Thọ	4285	Lạc Thủy	0	2	0	0	0	2
21	Phú Thọ	4301	Liên Sơn	0	14	0	0	0	14
21	Phú Thọ	4337	Tân Lạc	0	1	0	0	0	1
21	Phú Thọ	4339	Mường Bi	0	1	0	0	0	1
21	Phú Thọ	4357	Yên Thủy	0	2	0	0	0	2
21	Phú Thọ	4360	Lạc Lương	0	1	0	0	0	1
21	Phú Thọ	4366	Yên Trị	0	3	0	0	0	3
21	Phú Thọ	4371	Mường Thàng	0	3	0	0	0	3
21	Phú Thọ	4381	Thung Nai	0	2	0	0	0	2
21	Phú Thọ	7374	Âu Cơ	0	10	0	0	0	10
21	Phú Thọ	7377	Phú Thọ	0	1	0	0	0	1
21	Phú Thọ	7390	Tam Nông	0	3	0	0	0	3
21	Phú Thọ	7430	Cự Đồng	0	0	1	0	0	1
21	Phú Thọ	7447	Văn Miếu	0	1	0	0	0	1
21	Phú Thọ	7453	Đào Xá	0	1	0	0	0	1
