province_id | province_name   | ward_id | ward_name               | data_full_count | data_no_full_count | total_count
34          | Hưng Yên        | 9678    | Long Hưng               | 8               | 1                  | 9          
34          | Hưng Yên        | 21020   | Lương Bằng              | 48              | 3                  | 51         
34          | Hưng Yên        | 5168    | Mễ Sở                   | 159             | 23                 | 182        
34          | Hưng Yên        | 9767    | Minh Thọ                | 4               | 1                  | 5          
34          | Hưng Yên        | 5224    | Mỹ Hào                  | 110             | 37                 | 147        
34          | Hưng Yên        | 9851    | Nam Cường               | 5               | 0                  | 5          
34          | Hưng Yên        | 9629    | Nam Đông Hưng           | 1               | 0                  | 1          
34          | Hưng Yên        | 9805    | Nam Thái Ninh           | 3               | 1                  | 4          
34          | Hưng Yên        | 9831    | Nam Thụy Anh            | 0               | 0                  | 0          
34          | Hưng Yên        | 9853    | Nam Tiền Hải            | 1               | 0                  | 1          
34          | Hưng Yên        | 9653    | Nam Tiên Hưng           | 0               | 1                  | 1          
34          | Hưng Yên        | 5211    | Nghĩa Dân               | 8               | 1                  | 9          
34          | Hưng Yên        | 5169    | Nghĩa Trụ               | 3961            | 696                | 4657       
34          | Hưng Yên        | 9764    | Ngọc Lâm                | 3               | 0                  | 3          
34          | Hưng Yên        | 9673    | Ngự Thiên               | 3               | 0                  | 3          
34          | Hưng Yên        | 9751    | Nguyễn Du               | 0               | 1                  | 1          
34          | Hưng Yên        | 5101    | Nguyễn Trãi             | 22              | 3                  | 25         
34          | Hưng Yên        | 5189    | Nguyễn Văn Linh         | 47              | 15                 | 62         
34          | Hưng Yên        | 5182    | Như Quỳnh               | 346             | 117                | 463        
34          | Hưng Yên        | 5091    | Phạm Ngũ Lão            | 33              | 9                  | 42         
34          | Hưng Yên        | 5117    | Phố Hiến                | 41              | 3                  | 44         
34          | Hưng Yên        | 9744    | Phụ Dực                 | 5               | 1                  | 6          
34          | Hưng Yên        | 5170    | Phụng Công              | 2374            | 457                | 2831       
34          | Hưng Yên        | 5243    | Quang Hưng              | 27              | 2                  | 29         
34          | Hưng Yên        | 9712    | Quang Lịch              | 3               | 0                  | 3          
34          | Hưng Yên        | 9748    | Quỳnh An                | 0               | 1                  | 1          
34          | Hưng Yên        | 9752    | Quỳnh Phụ               | 9               | 5                  | 14         
34          | Hưng Yên        | 5115    | Sơn Nam                 | 48              | 4                  | 52         
34          | Hưng Yên        | 21017   | Tân Hưng                | 3               | 0                  | 3          
34          | Hưng Yên        | 9871    | Tân Thuận               | 1               | 1                  | 2          
34          | Hưng Yên        | 9745    | Tân Tiến                | 0               | 1                  | 1          
34          | Hưng Yên        | 9795    | Tây Thái Ninh           | 1               | 0                  | 1          
34          | Hưng Yên        | 9825    | Tây Thụy Anh            | 1               | 0                  | 1          
34          | Hưng Yên        | 9838    | Tây Tiền Hải            | 2               | 0                  | 2          
34          | Hưng Yên        | 9781    | Thái Bình               | 45              | 26                 | 71         
34          | Hưng Yên        | 9800    | Thái Ninh               | 3               | 0                  | 3          
34          | Hưng Yên        | 9823    | Thái Thụy              | 9               | 2                  | 11         
34          | Hưng Yên        | 9664    | Thần Khê                | 3               | 0                  | 3          
34          | Hưng Yên        | 9880    | Thư Trì                 | 0               | 1                  | 1          
34          | Hưng Yên        | 9897    | Thư Vũ                  | 0               | 0                  | 0          
34          | Hưng Yên        | 5227    | Thượng Hồng             | 99              | 27                 | 126        
34          | Hưng Yên        | 9822    | Thụy Anh                | 1               | 0                  | 1          
34          | Hưng Yên        | 9870    | Tiền Hải                | 17              | 7                  | 24         
34          | Hưng Yên        | 5154    | Tiên Hoa                | 7               | 0                  | 7          
34          | Hưng Yên        | 9648    | Tiên Hưng               | 0               | 0                  | 0          
34          | Hưng Yên        | 9684    | Tiên La                 | 70              | 1                  | 71         
34          | Hưng Yên        | 5162    | Tiên Lữ                 | 8               | 0                  | 8          
34          | Hưng Yên        | 5245    | Tiên Tiến               | 11              | 1                  | 12         
34          | Hưng Yên        | 5247    | Tống Trân               | 24              | 0                  | 24         
34          | Hưng Yên        | 9720    | Trà Giang               | 0               | 0                  | 0          
34          | Hưng Yên        | 9626    | Trà Lý                  | 12              | 10                 | 22         
34          | Hưng Yên        | 9779    | Trần Hưng Đạo           | 53              | 20                 | 73         
34          | Hưng Yên        | 9728    | Trần Lãm                | 69              | 23                 | 92         
34          | Hưng Yên        | 5122    | Triệu Việt Vương        | 117             | 15                 | 132        
34          | Hưng Yên        | 21025   | Văn Giang               | 897             | 303                | 1200       
34          | Hưng Yên        | 9872    | Vạn Xuân                | 2               | 1                  | 3          
34          | Hưng Yên        | 5145    | Việt Tiến               | 35              | 4                  | 39         
34          | Hưng Yên        | 5196    | Việt Yên                | 115             | 14                 | 129        
34          | Hưng Yên        | 9788    | Vũ Phúc                 | 22              | 13                 | 35         
34          | Hưng Yên        | 9727    | Vũ Quý                  | 4               | 0                  | 4          
34          | Hưng Yên        | 21061   | Vũ Thư                  | 8               | 7                  | 15         
34          | Hưng Yên        | 9896    | Vũ Tiên                 | 0               | 0                  | 0          
34          | Hưng Yên        | 5109    | Xuân Trúc               | 44              | 6                  | 50         
34          | Hưng Yên        | 5197    | Yên Mỹ                  | 51              | 3                  | 54         
38          | Hà Tĩnh         | 3990    | Bắc Hồng Lĩnh           | 4               | 0                  | 4          
38          | Hà Tĩnh         | 3897    | Cẩm Bình                | 1               | 2                  | 3          
38          | Hà Tĩnh         | 3898    | Cẩm Duệ                 | 0               | 1                  | 1          
38          | Hà Tĩnh         | 3902    | Cẩm Hưng                | 0               | 0                  | 0          
38          | Hà Tĩnh         | 3904    | Cẩm Lạc                 | 1               | 0                  | 1          
38          | Hà Tĩnh         | 3919    | Cẩm Trung               | 1               | 0                  | 1          
38          | Hà Tĩnh         | 21196   | Cẩm Xuyên               | 6               | 0                  | 6          
38          | Hà Tĩnh         | 3942    | Can Lộc                 | 0               | 0                  | 0          
38          | Hà Tĩnh         | 4081    | Cổ Đạm                  | 6               | 1                  | 7          
38          | Hà Tĩnh         | 21250   | Đan Hải                 | 3               | 0                  | 3          
38          | Hà Tĩnh         | 4110    | Đông Kinh               | 0               | 1                  | 1          
38          | Hà Tĩnh         | 3922    | Đồng Lộc                | 1               | 0                  | 1          
38          | Hà Tĩnh         | 4108    | Đồng Tiến               | 2               | 0                  | 2          
38          | Hà Tĩnh         | 3948    | Đức Đồng                | 0               | 1                  | 1          
38          | Hà Tĩnh         | 3970    | Đức Minh                | 0               | 0                  | 0          
38          | Hà Tĩnh         | 3973    | Đức Quang               | 0               | 0                  | 0          
38          | Hà Tĩnh         | 21210   | Đức Thịnh               | 1               | 0                  | 1          
38          | Hà Tĩnh         | 21213   | Đức Thọ                 | 8               | 5                  | 13         
38          | Hà Tĩnh         | 3923    | Gia Hanh                | 2               | 1                  | 3          
38          | Hà Tĩnh         | 3975    | Hà Huy Tập              | 7               | 1                  | 8          
38          | Hà Tĩnh         | 3997    | Hà Linh                 | 1               | 1                  | 2          
38          | Hà Tĩnh         | 4053    | Hải Ninh                | 3               | 0                  | 3          
38          | Hà Tĩnh         | 4064    | Hoành Sơn               | 1               | 0                  | 1          
38          | Hà Tĩnh         | 4153    | Hồng Lộc                | 1               | 0                  | 1          
38          | Hà Tĩnh         | 3999    | Hương Bình              | 0               | 0                  | 0          
38          | Hà Tĩnh         | 4000    | Hương Đô                | 0               | 0                  | 0          
38          | Hà Tĩnh         | 21214   | Hương Khê               | 3               | 0                  | 3          
38          | Hà Tĩnh         | 4001    | Hương Phố               | 0               | 0                  | 0          
38          | Hà Tĩnh         | 4017    | Hương Sơn               | 0               | 0                  | 0          
38          | Hà Tĩnh         | 4009    | Hương Xuân              | 0               | 0                  | 0          
38          | Hà Tĩnh         | 21219   | Kim Hoa                 | 0               | 0                  | 0          
38          | Hà Tĩnh         | 4051    | Kỳ Anh                  | 6               | 3                  | 9          
38          | Hà Tĩnh         | 4055    | Kỳ Hoa                  | 3               | 0                  | 3          
38          | Hà Tĩnh         | 4058    | Kỳ Khang                | 0               | 0                  | 0          
38          | Hà Tĩnh         | 4059    | Kỳ Lạc                  | 0               | 0                  | 0          
38          | Hà Tĩnh         | 4075    | Kỳ Thượng               | 0               | 0                  | 0          
38          | Hà Tĩnh         | 4079    | Kỳ Văn                  | 2               | 0                  | 2          
38          | Hà Tĩnh         | 4080    | Kỳ Xuân                 | 17              | 6                  | 23         
38          | Hà Tĩnh         | 21244   | Lộc Hà                  | 5               | 2                  | 7          
38          | Hà Tĩnh         | 4134    | Mai Hoa                 | 0               | 0                  | 0          
38          | Hà Tĩnh         | 4156    | Mai Phụ                 | 2               | 0                  | 2          
38          | Hà Tĩnh         | 3994    | Nam Hồng Lĩnh           | 9               | 0                  | 9          
38          | Hà Tĩnh         | 4084    | Nghi Xuân               | 8               | 0                  | 8          
38          | Hà Tĩnh         | 4014    | Phúc Trạch              | 0               | 0                  | 0          
38          | Hà Tĩnh         | 4023    | Sơn Giang               | 1               | 0                  | 1          
38          | Hà Tĩnh         | 4027    | Sơn Hồng                | 0               | 0                  | 0          
38          | Hà Tĩnh         | 4028    | Sơn Kim 1               | 0               | 0                  | 0          
38          | Hà Tĩnh         | 4029    | Sơn Kim 2               | 1               | 0                  | 1          
38          | Hà Tĩnh         | 4041    | Sơn Tây                 | 1               | 0                  | 1          
38          | Hà Tĩnh         | 4044    | Sơn Tiến                | 0               | 0                  | 0          
38          | Hà Tĩnh         | 21192   | Sông Trí                | 1               | 0                  | 1          
38          | Hà Tĩnh         | 21257   | Thạch Hà                | 2               | 1                  | 3          
38          | Hà Tĩnh         | 4111    | Thạch Khê               | 2               | 0                  | 2          
38          | Hà Tĩnh         | 4112    | Thạch Lạc               | 0               | 0                  | 0          
38          | Hà Tĩnh         | 4126    | Thạch Xuân              | 4               | 2                  | 6          
38          | Hà Tĩnh         | 3974    | Thành Sen               | 23              | 5                  | 28         
38          | Hà Tĩnh         | 3921    | Thiên Cầm               | 2               | 0                  | 2          
38          | Hà Tĩnh         | 4133    | Thượng Đức              | 0               | 0                  | 0          
38          | Hà Tĩnh         | 4083    | Tiên Điền               | 17              | 5                  | 22         
38          | Hà Tĩnh         | 21254   | Toàn Lưu                | 3               | 4                  | 7          
38          | Hà Tĩnh         | 3987    | Trần Phú                | 6               | 2                  | 8          
38          | Hà Tĩnh         | 3928    | Trường Lưu              | 1               | 0                  | 1          
38          | Hà Tĩnh         | 21217   | Tứ Mỹ                   | 0               | 0                  | 0          
38          | Hà Tĩnh         | 3940    | Tùng Lộc                | 0               | 0                  | 0          
38          | Hà Tĩnh         | 4117    | Việt Xuyên              | 5               | 2                  | 7          
38          | Hà Tĩnh         | 21259   | Vũ Quang                | 0               | 0                  | 0          
38          | Hà Tĩnh         | 4063    | Vũng Áng                | 2               | 1                  | 3          
38          | Hà Tĩnh         | 3930    | Xuân Lộc                | 0               | 0                  | 0          
38          | Hà Tĩnh         | 21198   | Yên Hòa                 | 1               | 0                  | 1          
41          | Gia Lai         | 3402    | Al Bá                   | 8               | 0                  | 8          
41          | Gia Lai         | 3357    | An Bình                 | 0               | 0                  | 0          
41          | Gia Lai         | 2167    | Ân Hảo                  | 0               | 0                  | 0          
41          | Gia Lai         | 2142    | An Hòa                  | 0               | 10                 | 10         
41          | Gia Lai         | 3363    | An Khê                  | 5               | 3                  | 8          
41          | Gia Lai         | 21428   | An Lão                  | 0               | 0                  | 0          
41          | Gia Lai         | 2217    | An Lương                | 1               | 1                  | 2          
41          | Gia Lai         | 2154    | An Nhơn                 | 2               | 3                  | 5          
41          | Gia Lai         | 2153    | An Nhơn Bắc             | 1               | 3                  | 4          
41          | Gia Lai         | 2152    | An Nhơn Đông            | 7               | 1                  | 8          
41          | Gia Lai         | 2164    | An Nhơn Nam             | 5               | 3                  | 8          
41          | Gia Lai         | 2162    | An Nhơn Tây             | 2               | 3                  | 5          
41          | Gia Lai         | 3490    | An Phú                  | 107             | 12                 | 119        
41          | Gia Lai         | 2147    | An Toàn                 | 0               | 0                  | 0          
41          | Gia Lai         | 2178    | Ân Tường                | 0               | 1                  | 1          
41          | Gia Lai         | 2149    | An Vinh                 | 0               | 0                  | 0          
41          | Gia Lai         | 3478    | Ayun                    | 0               | 0                  | 0          
41          | Gia Lai         | 3367    | Ayun Pa                 | 2               | 3                  | 5          
41          | Gia Lai         | 3388    | Bàu Cạn                 | 7               | 2                  | 9          
41          | Gia Lai         | 3491    | Biển Hồ                 | 85              | 8                  | 93         
41          | Gia Lai         | 2258    | Bình An                 | 0               | 0                  | 0          
41          | Gia Lai         | 2215    | Bình Dương              | 0               | 0                  | 0          
41          | Gia Lai         | 2150    | Bình Định               | 20              | 15                 | 35         
41          | Gia Lai         | 2261    | Bình Hiệp               | 1               | 0                  | 1          
41          | Gia Lai         | 2265    | Bình Khê                | 0               | 0                  | 0          
41          | Gia Lai         | 2264    | Bình Phú                | 0               | 0                  | 0          
41          | Gia Lai         | 3404    | Bờ Ngoong               | 9               | 2                  | 11         
41          | Gia Lai         | 2180    | Bồng Sơn                | 6               | 5                  | 11         
41          | Gia Lai         | 2284    | Canh Liên               | 0               | 0                  | 0          
41          | Gia Lai         | 2286    | Canh Vinh               | 21              | 23                 | 44         
41          | Gia Lai         | 2211    | Cát Tiến                | 26              | 6                  | 32         
41          | Gia Lai         | 3439    | Chơ Long                | 0               | 0                  | 0          
41          | Gia Lai         | 20958   | Chư A Thai              | 0               | 0                  | 0          
41          | Gia Lai         | 3440    | Chư Krey                | 2               | 0                  | 2          
41          | Gia Lai         | 3387    | Chư Păh                 | 10              | 2                  | 12         
41          | Gia Lai         | 20891   | Chư Prông               | 2               | 0                  | 2          
41          | Gia Lai         | 20898   | Chư Pưh                 | 8               | 4                  | 12         
41          | Gia Lai         | 20906   | Chư Sê                  | 19              | 6                  | 25         
41          | Gia Lai         | 3360    | Cửu An                  | 0               | 2                  | 2          
41          | Gia Lai         | 3496    | Diên Hồng               | 136             | 16                 | 152        
41          | Gia Lai         | 20093   | Đak Đoa                 | 3               | 5                  | 8          
41          | Gia Lai         | 20935   | Đak Pơ                  | 2               | 0                  | 2          
41          | Gia Lai         | 3426    | Đak Rong                | 0               | 0                  | 0          
41          | Gia Lai         | 20914   | Đak Sơmei               | 0               | 0                  | 0          
41          | Gia Lai         | 3444    | Đăk Song                | 0               | 1                  | 1          
41          | Gia Lai         | 2207    | Đề Gi                   | 5               | 4                  | 9          
41          | Gia Lai         | 3415    | Đức Cơ                  | 1               | 0                  | 1          
41          | Gia Lai         | 3498    | Gào                     | 22              | 7                  | 29         
41          | Gia Lai         | 2200    | Hòa Hội                 | 0               | 0                  | 0          
41          | Gia Lai         | 2175    | Hoài Ân                 | 0               | 0                  | 0          
41          | Gia Lai         | 2192    | Hoài Nhơn               | 10              | 2                  | 12         
41          | Gia Lai         | 2182    | Hoài Nhơn Bắc           | 5               | 0                  | 5          
41          | Gia Lai         | 2187    | Hoài Nhơn Đông          | 22              | 1                  | 23         
41          | Gia Lai         | 2193    | Hoài Nhơn Nam           | 11              | 3                  | 14         
41          | Gia Lai         | 2188    | Hoài Nhơn Tây           | 0               | 0                  | 0          
41          | Gia Lai         | 3500    | Hội Phú                 | 153             | 19                 | 172        
41          | Gia Lai         | 2206    | Hội Sơn                 | 2               | 0                  | 2          
41          | Gia Lai         | 3485    | Hra                     | 3               | 0                  | 3          
41          | Gia Lai         | 20927   | Ia Băng                 | 11              | 6                  | 17         
41          | Gia Lai         | 3395    | Ia Boòng                | 1               | 0                  | 1          
41          | Gia Lai         | 3466    | Ia Chia                 | 3               | 0                  | 3          
41          | Gia Lai         | 3417    | Ia Dơk                  | 0               | 0                  | 0          
41          | Gia Lai         | 3418    | Ia Dom                  | 1               | 0                  | 1          
41          | Gia Lai         | 3458    | Ia Dreh                 | 0               | 0                  | 0          
41          | Gia Lai         | 3470    | Ia Grai                 | 21              | 6                  | 27         
41          | Gia Lai         | 20960   | Ia Hiao                 | 0               | 1                  | 1          
41          | Gia Lai         | 3410    | Ia Hrú                  | 5               | 3                  | 8          
41          | Gia Lai         | 3469    | Ia Hrung                | 59              | 3                  | 62         
41          | Gia Lai         | 3379    | Ia Khươl                | 4               | 0                  | 4          
41          | Gia Lai         | 3411    | Ia Ko                   | 1               | 1                  | 2          
41          | Gia Lai         | 3472    | Ia Krái                 | 7               | 2                  | 9          
41          | Gia Lai         | 3420    | Ia Krêl                 | 0               | 0                  | 0          
41          | Gia Lai         | 3392    | Ia Lâu                  | 12              | 3                  | 15         
41          | Gia Lai         | 3412    | Ia Le                   | 5               | 2                  | 7          
41          | Gia Lai         | 3381    | Ia Ly                   | 0               | 2                  | 2          
41          | Gia Lai         | 3394    | Ia Mơ                   | 3               | 0                  | 3          
41          | Gia Lai         | 3423    | Ia Nan                  | 1               | 2                  | 3          
41          | Gia Lai         | 3473    | Ia O                    | 0               | 0                  | 0          
41          | Gia Lai         | 20948   | Ia Pa                   | 2               | 0                  | 2          
41          | Gia Lai         | 3384    | Ia Phí                  | 6               | 0                  | 6          
41          | Gia Lai         | 3397    | Ia Pia                  | 2               | 2                  | 4          
41          | Gia Lai         | 3424    | Ia Pnôn                 | 0               | 0                  | 0          
41          | Gia Lai         | 3398    | Ia Púch                 | 0               | 0                  | 0          
41          | Gia Lai         | 3369    | Ia Rbol                 | 0               | 2                  | 2          
41          | Gia Lai         | 3459    | Ia Rsai                 | 3               | 0                  | 3          
41          | Gia Lai         | 3371    | Ia Sao                  | 1               | 1                  | 2          
41          | Gia Lai         | 3399    | Ia Tôr                  | 5               | 5                  | 10         
41          | Gia Lai         | 20949   | Ia Tul                  | 3               | 1                  | 4          
41          | Gia Lai         | 20952   | Kbang                   | 5               | 1                  | 6          
41          | Gia Lai         | 20929   | KDang                   | 1               | 0                  | 1          
41          | Gia Lai         | 2170    | Kim Sơn                 | 0               | 0                  | 0          
41          | Gia Lai         | 3486    | Kon Chiêng              | 1               | 1                  | 2          
41          | Gia Lai         | 20930   | Kon Gang                | 2               | 1                  | 3          
41          | Gia Lai         | 3430    | Kông Bơ La              | 1               | 0                  | 1          
41          | Gia Lai         | 20954   | Kông Chro               | 1               | 0                  | 1          
41          | Gia Lai         | 3432    | Krong                   | 1               | 0                  | 1          
41          | Gia Lai         | 3489    | Lơ Pang                 | 1               | 0                  | 1          
41          | Gia Lai         | 20919   | Mang Yang               | 5               | 1                  | 6          
41          | Gia Lai         | 2201    | Ngô Mây                 | 1               | 0                  | 1          
41          | Gia Lai         | 2243    | Nhơn Châu               | 0               | 0                  | 0          
41          | Gia Lai         | 2208    | Phù Cát                 | 5               | 27                 | 32         
41          | Gia Lai         | 21437   | Phù Mỹ                  | 2               | 6                  | 8          
41          | Gia Lai         | 2221    | Phù Mỹ Bắc              | 2               | 2                  | 4          
41          | Gia Lai         | 2229    | Phù Mỹ Đông             | 7               | 0                  | 7          
41          | Gia Lai         | 2228    | Phù Mỹ Nam              | 1               | 0                  | 1          
41          | Gia Lai         | 2223    | Phù Mỹ Tây              | 0               | 3                  | 3          
41          | Gia Lai         | 20955   | Phú Thiện               | 0               | 0                  | 0          
41          | Gia Lai         | 3463    | Phú Túc                 | 5               | 1                  | 6          
41          | Gia Lai         | 3501    | Pleiku                  | 225             | 27                 | 252        
41          | Gia Lai         | 20951   | Pờ Tó                   | 0               | 0                  | 0          
41          | Gia Lai         | 2252    | Quy Nhơn                | 149             | 78                 | 227        
41          | Gia Lai         | 2247    | Quy Nhơn Bắc            | 42              | 12                 | 54         
41          | Gia Lai         | 2244    | Quy Nhơn Đông           | 57              | 59                 | 116        
41          | Gia Lai         | 2235    | Quy Nhơn Nam            | 156             | 105                | 261        
41          | Gia Lai         | 2248    | Quy Nhơn Tây            | 11              | 3                  | 14         
41          | Gia Lai         | 3436    | Sơn Lang                | 3               | 1                  | 4          
41          | Gia Lai         | 3447    | SRó                     | 0               | 0                  | 0          
41          | Gia Lai         | 2194    | Tam Quan                | 1               | 1                  | 2          
41          | Gia Lai         | 2256    | Tây Sơn                 | 2               | 2                  | 4          
41          | Gia Lai         | 3507    | Thống Nhất              | 104             | 18                 | 122        
41          | Gia Lai         | 3437    | Tơ Tung                 | 1               | 0                  | 1          
41          | Gia Lai         | 21443   | Tuy Phước               | 33              | 14                 | 47         
41          | Gia Lai         | 2273    | Tuy Phước Bắc           | 3               | 1                  | 4          
41          | Gia Lai         | 2272    | Tuy Phước Đông          | 3               | 5                  | 8          
41          | Gia Lai         | 2270    | Tuy Phước Tây           | 10              | 5                  | 15         
41          | Gia Lai         | 3464    | Uar                     | 0               | 0                  | 0          
41          | Gia Lai         | 2282    | Vân Canh                | 0               | 2                  | 2          
41          | Gia Lai         | 2172    | Vạn Đức                 | 0               | 0                  | 0          
41          | Gia Lai         | 2291    | Vĩnh Quang              | 0               | 0                  | 0          
41          | Gia Lai         | 2292    | Vĩnh Sơn                | 0               | 0                  | 0          
41          | Gia Lai         | 21447   | Vĩnh Thạnh              | 0               | 0                  | 0          
41          | Gia Lai         | 2293    | Vĩnh Thịnh              | 0               | 0                  | 0          
41          | Gia Lai         | 2205    | Xuân An                 | 4               | 5                  | 9          
41          | Gia Lai         | 20941   | Ya Hội                  | 1               | 0                  | 1          
41          | Gia Lai         | 3448    | Ya Ma                   | 0               | 0                  | 0          
42          | Đồng Tháp       | 11019   | An Bình                 | 6               | 2                  | 8          
42          | Đồng Tháp       | 11060   | An Hòa                  | 13              | 0                  | 13         
42          | Đồng Tháp       | 10252   | An Hữu                  | 3               | 5                  | 8          
42          | Đồng Tháp       | 11061   | An Long                 | 27              | 1                  | 28         
42          | Đồng Tháp       | 11072   | An Phước                | 3               | 0                  | 3          
42          | Đồng Tháp       | 10326   | An Thạnh Thủy           | 11              | 6                  | 17         
42          | Đồng Tháp       | 20622   | Ba Sao                  | 14              | 0                  | 14         
42          | Đồng Tháp       | 20624   | Bình Hàng Trung         | 46              | 4                  | 50         
42          | Đồng Tháp       | 10327   | Bình Ninh               | 12              | 26                 | 38         
42          | Đồng Tháp       | 10275   | Bình Phú                | 2               | 4                  | 6          
42          | Đồng Tháp       | 11082   | Bình Thành              | 30              | 4                  | 34         
42          | Đồng Tháp       | 10304   | Bình Trưng              | 1               | 3                  | 4          
42          | Đồng Tháp       | 10346   | Bình Xuân               | 17              | 10                 | 27         
42          | Đồng Tháp       | 20578   | Cái Bè                  | 18              | 9                  | 27         
42          | Đồng Tháp       | 20575   | Cai Lậy                 | 9               | 1                  | 10         
42          | Đồng Tháp       | 10998   | Cao Lãnh                | 81              | 22                 | 103        
42          | Đồng Tháp       | 10310   | Châu Thành              | 23              | 13                 | 36         
42          | Đồng Tháp       | 20579   | Chợ Gạo                 | 17              | 8                  | 25         
42          | Đồng Tháp       | 10381   | Đạo Thạnh               | 198             | 59                 | 257        
42          | Đồng Tháp       | 11092   | Đốc Binh Kiều           | 11              | 1                  | 12         
42          | Đồng Tháp       | 10373   | Đồng Sơn                | 12              | 8                  | 20         
42          | Đồng Tháp       | 10360   | Gia Thuận               | 25              | 18                 | 43         
42          | Đồng Tháp       | 10348   | Gò Công                 | 28              | 12                 | 40         
42          | Đồng Tháp       | 10367   | Gò Công Đông            | 42              | 17                 | 59         
42          | Đồng Tháp       | 10259   | Hậu Mỹ                  | 2               | 2                  | 4          
42          | Đồng Tháp       | 10277   | Hiệp Đức                | 2               | 2                  | 4          
42          | Đồng Tháp       | 11038   | Hòa Long                | 21              | 11                 | 32         
42          | Đồng Tháp       | 10265   | Hội Cư                  | 8               | 5                  | 13         
42          | Đồng Tháp       | 11030   | Hồng Ngự                | 21              | 4                  | 25         
42          | Đồng Tháp       | 10397   | Hưng Thạnh              | 12              | 5                  | 17         
42          | Đồng Tháp       | 10309   | Kim Sơn                 | 12              | 6                  | 18         
42          | Đồng Tháp       | 11046   | Lai Vung                | 10              | 3                  | 13         
42          | Đồng Tháp       | 20641   | Lấp Vò                  | 97              | 15                 | 112        
42          | Đồng Tháp       | 10375   | Long Bình               | 17              | 6                  | 23         
42          | Đồng Tháp       | 10311   | Long Định               | 13              | 7                  | 20         
42          | Đồng Tháp       | 10312   | Long Hưng               | 26              | 15                 | 41         
42          | Đồng Tháp       | 11026   | Long Khánh              | 2               | 0                  | 2          
42          | Đồng Tháp       | 11027   | Long Phú Thuận          | 0               | 0                  | 0          
42          | Đồng Tháp       | 10350   | Long Thuận              | 29              | 19                 | 48         
42          | Đồng Tháp       | 10280   | Long Tiên               | 3               | 1                  | 4          
42          | Đồng Tháp       | 10334   | Lương Hòa Lạc           | 8               | 6                  | 14         
42          | Đồng Tháp       | 11055   | Mỹ An Hưng              | 8               | 7                  | 15         
42          | Đồng Tháp       | 10264   | Mỹ Đức Tây              | 5               | 2                  | 7          
42          | Đồng Tháp       | 20628   | Mỹ Hiệp                 | 19              | 9                  | 28         
42          | Đồng Tháp       | 10267   | Mỹ Lợi                  | 3               | 3                  | 6          
42          | Đồng Tháp       | 10994   | Mỹ Ngãi                 | 23              | 7                  | 30         
42          | Đồng Tháp       | 10382   | Mỹ Phong                | 250             | 81                 | 331        
42          | Đồng Tháp       | 10283   | Mỹ Phước Tây            | 21              | 3                  | 24         
42          | Đồng Tháp       | 11098   | Mỹ Quí                  | 30              | 4                  | 34         
42          | Đồng Tháp       | 10287   | Mỹ Thành                | 1               | 3                  | 4          
42          | Đồng Tháp       | 10274   | Mỹ Thiện                | 4               | 3                  | 7          
42          | Đồng Tháp       | 3594    | Mỹ Thọ                  | 74              | 3                  | 77         
42          | Đồng Tháp       | 10384   | Mỹ Tho                  | 6               | 12                 | 18         
42          | Đồng Tháp       | 10335   | Mỹ Tịnh An              | 15              | 4                  | 19         
42          | Đồng Tháp       | 10997   | Mỹ Trà                  | 48              | 8                  | 56         
42          | Đồng Tháp       | 10288   | Ngũ Hiệp                | 4               | 1                  | 5          
42          | Đồng Tháp       | 10290   | Nhị Quý                 | 2               | 2                  | 4          
42          | Đồng Tháp       | 11042   | Phong Hòa               | 11              | 2                  | 13         
42          | Đồng Tháp       | 20634   | Phong Mỹ                | 8               | 3                  | 11         
42          | Đồng Tháp       | 11063   | Phú Cường               | 11              | 2                  | 13         
42          | Đồng Tháp       | 11013   | Phú Hựu                 | 24              | 18                 | 42         
42          | Đồng Tháp       | 10371   | Phú Thành               | 19              | 11                 | 30         
42          | Đồng Tháp       | 11069   | Phú Thọ                 | 1               | 1                  | 2          
42          | Đồng Tháp       | 20635   | Phương Thịnh            | 0               | 3                  | 3          
42          | Đồng Tháp       | 11108   | Sa Đéc                  | 102             | 23                 | 125        
42          | Đồng Tháp       | 10345   | Sơn Qui                 | 83              | 36                 | 119        
42          | Đồng Tháp       | 11065   | Tam Nông                | 3               | 0                  | 3          
42          | Đồng Tháp       | 11043   | Tân Dương               | 41              | 8                  | 49         
42          | Đồng Tháp       | 10363   | Tân Điền                | 52              | 13                 | 65         
42          | Đồng Tháp       | 10364   | Tân Đông                | 19              | 5                  | 24         
42          | Đồng Tháp       | 11076   | Tân Hộ Cơ               | 1               | 0                  | 1          
42          | Đồng Tháp       | 20580   | Tân Hòa                 | 31              | 15                 | 46         
42          | Đồng Tháp       | 11075   | Tân Hồng                | 7               | 1                  | 8          
42          | Đồng Tháp       | 10320   | Tân Hương               | 25              | 11                 | 36         
42          | Đồng Tháp       | 11057   | Tân Khánh Trung         | 10              | 1                  | 11         
42          | Đồng Tháp       | 11084   | Tân Long                | 4               | 0                  | 4          
42          | Đồng Tháp       | 11016   | Tân Nhuận Đông          | 17              | 3                  | 20         
42          | Đồng Tháp       | 10299   | Tân Phú                 | 6               | 5                  | 11         
42          | Đồng Tháp       | 10913   | Tân Phú Đông            | 5               | 11                 | 16         
42          | Đồng Tháp       | 11018   | Tân Phú Trung           | 10              | 8                  | 18         
