province_id | province_name   | ward_id | ward_name               | data_full_uploaded | data_no_full_uploaded | total_uploaded
1           | TP. Hà Nội      | 20387   | Phượng Dực              | 0                  | 2                     | 2
1           | TP. Hà Nội      | 698     | Phương Liệt             | 32                 | 54                    | 86
1           | TP. Hà Nội      | 857     | Quảng Bị                | 0                  | 2                     | 2
1           | TP. Hà Nội      | 793     | Quang Minh              | 2                  | 25                    | 27
1           | TP. Hà Nội      | 809     | Quảng Oai               | 0                  | 3                     | 3
1           | TP. Hà Nội      | 20399   | Quốc Oai                | 1                  | 6                     | 7
1           | TP. Hà Nội      | 20400   | Sóc Sơn                 | 0                  | 17                    | 17
1           | TP. Hà Nội      | 916     | Sơn Đồng                | 3                  | 40                    | 43
1           | TP. Hà Nội      | 992     | Sơn Tây                 | 1                  | 9                     | 10
1           | TP. Hà Nội      | 806     | Suối Hai                | 0                  | 4                     | 4
1           | TP. Hà Nội      | 1039    | Tam Hưng                | 0                  | 5                     | 5
1           | TP. Hà Nội      | 688     | Tây Hồ                  | 72                 | 223                   | 295
1           | TP. Hà Nội      | 524     | Tây Mỗ                  | 7                  | 180                   | 187
1           | TP. Hà Nội      | 1018    | Tây Phương              | 0                  | 6                     | 6
1           | TP. Hà Nội      | 516     | Tây Tựu                 | 4                  | 33                    | 37
1           | TP. Hà Nội      | 20402   | Thạch Thất              | 0                  | 7                     | 7
1           | TP. Hà Nội      | 704     | Thanh Liệt              | 9                  | 34                    | 43
1           | TP. Hà Nội      | 1045    | Thanh Oai               | 0                  | 8                     | 8
1           | TP. Hà Nội      | 21540   | Thanh Trì               | 0                  | 0                     | 0
1           | TP. Hà Nội      | 703     | Thanh Xuân              | 61                 | 200                   | 261
1           | TP. Hà Nội      | 644     | Thiên Lộc               | 0                  | 31                    | 31
1           | TP. Hà Nội      | 637     | Thư Lâm                 | 0                  | 14                    | 14
1           | TP. Hà Nội      | 20359   | Thuận An                | 11                 | 2                     | 13
1           | TP. Hà Nội      | 787     | Thượng Cát              | 0                  | 0                     | 0
1           | TP. Hà Nội      | 1063    | Thượng Phúc             | 1                  | 4                     | 5
1           | TP. Hà Nội      | 20403   | Thường Tín              | 0                  | 5                     | 5
1           | TP. Hà Nội      | 799     | Tiến Thắng              | 1                  | 2                     | 3
1           | TP. Hà Nội      | 865     | Trần Phú                | 4                  | 21                    | 25
1           | TP. Hà Nội      | 585     | Trung Giã               | 3                  | 17                    | 20
1           | TP. Hà Nội      | 512     | Từ Liêm                 | 11                 | 331                   | 342
1           | TP. Hà Nội      | 1001    | Tùng Thiện              | 1                  | 15                    | 16
1           | TP. Hà Nội      | 672     | Tương Mai               | 4                  | 46                    | 50
1           | TP. Hà Nội      | 1076    | Ứng Hòa                 | 0                  | 2                     | 2
1           | TP. Hà Nội      | 1089    | Ứng Thiên               | 0                  | 1                     | 1
1           | TP. Hà Nội      | 1097    | Vân Đình                | 0                  | 3                     | 3
1           | TP. Hà Nội      | 729     | Văn Miếu - Quốc Tử Giám | 51                 | 107                   | 158
1           | TP. Hà Nội      | 835     | Vật Lại                 | 0                  | 1                     | 1
1           | TP. Hà Nội      | 21541   | Việt Hưng               | 0                  | 0                     | 0
1           | TP. Hà Nội      | 21526   | Vĩnh Hưng               | 0                  | 0                     | 0
1           | TP. Hà Nội      | 629     | Vĩnh Thanh              | 1                  | 44                    | 45
1           | TP. Hà Nội      | 726     | Vĩnh Tuy                | 30                 | 144                   | 174
1           | TP. Hà Nội      | 20029   | Xuân Đỉnh               | 2                  | 12                    | 14
1           | TP. Hà Nội      | 869     | Xuân Mai                | 3                  | 22                    | 25
1           | TP. Hà Nội      | 532     | Xuân Phương             | 6                  | 102                   | 108
